m, None
1.482499999999999994e-06,2.610853899999999728e-01
1.483000000000000031e-06,3.402549899999999794e-01
1.483500000000000069e-06,3.413057299999999739e-01
1.483999999999999895e-06,2.682010499999999964e-01
1.484499999999999932e-06,2.060610499999999956e-01
1.485000000000000182e-06,2.442842899999999873e-01
1.485500000000000007e-06,2.669858299999999796e-01
1.486000000000000045e-06,2.202770599999999968e-01
1.486499999999999871e-06,1.455472100000000102e-01
1.487000000000000120e-06,1.265959999999999863e-01
1.487499999999999946e-06,1.696447000000000094e-01
1.487999999999999983e-06,2.279343000000000063e-01
1.488500000000000021e-06,3.270252900000000240e-01
1.489000000000000059e-06,3.612898299999999785e-01
1.489500000000000096e-06,3.349262499999999809e-01
1.489999999999999922e-06,4.359902399999999734e-01
1.490499999999999960e-06,5.751965599999999679e-01
1.491000000000000209e-06,5.182648300000000097e-01
1.491500000000000035e-06,3.605631599999999937e-01
1.492000000000000072e-06,3.223485400000000167e-01
1.492499999999999898e-06,3.625934699999999733e-01
1.493000000000000147e-06,4.372981499999999966e-01
1.493499999999999973e-06,5.097065600000000307e-01
1.494000000000000011e-06,5.039314000000000293e-01
1.494499999999999837e-06,4.733683799999999775e-01
1.495000000000000086e-06,4.280911399999999811e-01
1.495500000000000123e-06,4.223867700000000225e-01
1.495999999999999949e-06,4.460207800000000056e-01
1.496499999999999987e-06,4.971065800000000201e-01
1.497000000000000024e-06,6.150042999999999482e-01
1.497500000000000062e-06,6.066044600000000120e-01
1.498000000000000100e-06,5.230982299999999974e-01
1.498499999999999925e-06,5.524071499999999579e-01
1.499000000000000175e-06,5.812707499999999472e-01
1.499500000000000000e-06,5.953887100000000432e-01
1.500000000000000038e-06,6.833298199999999767e-01
1.500499999999999864e-06,7.415468100000000007e-01
1.500999999999999901e-06,7.147358700000000509e-01
1.501500000000000151e-06,6.800427999999999473e-01
1.501999999999999977e-06,6.792870800000000431e-01
1.502500000000000014e-06,6.562706200000000267e-01
1.502999999999999840e-06,5.534474299999999625e-01
1.503500000000000089e-06,4.381293399999999783e-01
1.503999999999999915e-06,3.849601400000000062e-01
1.504499999999999953e-06,4.172052399999999772e-01
1.504999999999999990e-06,5.341814200000000179e-01
1.505500000000000028e-06,6.700523499999999633e-01
1.506000000000000065e-06,7.656969999999999610e-01
1.506499999999999891e-06,8.131479000000000346e-01
1.506999999999999929e-06,7.970992900000000159e-01
1.507499999999999966e-06,7.569917400000000240e-01
1.508000000000000004e-06,6.529268000000000294e-01
1.508500000000000041e-06,4.894831499999999780e-01
1.508999999999999867e-06,5.245907899999999735e-01
1.509500000000000116e-06,7.184073300000000106e-01
1.509999999999999942e-06,7.976790700000000456e-01
1.510499999999999980e-06,7.676771300000000409e-01
1.510999999999999806e-06,7.463914799999999961e-01
1.511500000000000055e-06,7.791466700000000412e-01
1.512000000000000093e-06,7.870969799999999461e-01
1.512499999999999918e-06,7.258439700000000050e-01
1.512999999999999956e-06,6.813366400000000489e-01
1.513499999999999993e-06,6.476861200000000318e-01
1.514000000000000031e-06,6.449403200000000114e-01
1.514499999999999857e-06,7.244636399999999643e-01
1.514999999999999894e-06,7.998035000000000005e-01
1.515500000000000144e-06,8.183326699999999843e-01
1.515999999999999970e-06,7.695193900000000253e-01
1.516500000000000007e-06,7.031542699999999702e-01
1.516999999999999833e-06,6.899693000000000076e-01
1.517500000000000082e-06,7.150805000000000078e-01
1.518000000000000120e-06,7.455688099999999707e-01
1.518499999999999946e-06,7.263039900000000104e-01
1.518999999999999983e-06,6.910835499999999909e-01
1.519500000000000021e-06,7.198995400000000044e-01
1.520000000000000058e-06,7.675772299999999992e-01
1.520499999999999884e-06,8.085417700000000485e-01
1.520999999999999922e-06,8.494744899999999710e-01
1.521500000000000171e-06,8.382320399999999561e-01
1.521999999999999997e-06,8.289078500000000016e-01
1.522500000000000034e-06,8.690819100000000130e-01
1.522999999999999860e-06,8.766035399999999589e-01
1.523500000000000109e-06,8.582758900000000413e-01
1.523999999999999935e-06,8.413671299999999631e-01
1.524499999999999973e-06,8.072189100000000117e-01
1.525000000000000010e-06,7.944399100000000269e-01
1.525500000000000048e-06,8.021938199999999464e-01
1.526000000000000086e-06,7.973346100000000547e-01
1.526499999999999911e-06,7.925015699999999885e-01
1.526999999999999949e-06,8.005300800000000327e-01
1.527499999999999986e-06,8.226759399999999944e-01
1.528000000000000024e-06,8.531403499999999918e-01
1.528500000000000062e-06,8.574773100000000481e-01
1.528999999999999887e-06,8.420527599999999557e-01
1.529500000000000137e-06,8.379478500000000496e-01
1.529999999999999963e-06,8.373589500000000463e-01
1.530500000000000000e-06,8.378500899999999918e-01
1.530999999999999826e-06,8.289985699999999902e-01
1.531500000000000075e-06,8.303219699999999648e-01
1.532000000000000113e-06,8.670895699999999762e-01
1.532499999999999939e-06,8.915642499999999471e-01
1.532999999999999976e-06,8.909941300000000508e-01
1.533500000000000014e-06,8.839079699999999873e-01
1.534000000000000051e-06,8.752852100000000357e-01
1.534499999999999877e-06,8.658499100000000004e-01
1.534999999999999915e-06,8.546238499999999627e-01
1.535500000000000164e-06,8.584773500000000279e-01
1.535999999999999990e-06,8.688567900000000455e-01
1.536500000000000027e-06,8.725700400000000467e-01
1.536999999999999853e-06,8.679517500000000219e-01
1.537500000000000102e-06,8.724698400000000520e-01
1.537999999999999928e-06,8.923365500000000061e-01
1.538499999999999966e-06,8.938948500000000186e-01
1.539000000000000003e-06,8.782744999999999580e-01
1.539500000000000041e-06,8.778918399999999789e-01
1.540000000000000079e-06,8.899580799999999847e-01
1.540499999999999904e-06,8.935168999999999473e-01
1.540999999999999942e-06,8.879464900000000327e-01
1.541500000000000191e-06,8.787876399999999810e-01
1.542000000000000017e-06,8.736906100000000341e-01
1.542500000000000055e-06,8.767957699999999743e-01
1.542999999999999880e-06,8.853510599999999675e-01
1.543500000000000130e-06,8.874751899999999694e-01
1.543999999999999956e-06,8.732967400000000158e-01
1.544499999999999993e-06,8.740217099999999517e-01
1.545000000000000031e-06,8.961201899999999831e-01
1.545500000000000068e-06,9.006140799999999835e-01
1.546000000000000106e-06,8.917060500000000278e-01
1.546499999999999932e-06,8.941814300000000548e-01
1.546999999999999969e-06,9.010970000000000368e-01
1.547500000000000007e-06,9.024081200000000358e-01
1.548000000000000044e-06,9.043655999999999917e-01
1.548500000000000082e-06,9.086148699999999634e-01
1.548999999999999908e-06,9.089419199999999588e-01
1.549500000000000157e-06,9.066794500000000534e-01
1.549999999999999983e-06,9.066028600000000104e-01
1.550500000000000020e-06,9.051802799999999483e-01
1.550999999999999846e-06,9.018485000000000529e-01
1.551500000000000095e-06,8.959136599999999451e-01
1.552000000000000133e-06,8.907987499999999725e-01
1.552499999999999959e-06,8.986275200000000130e-01
1.552999999999999996e-06,9.101387899999999753e-01
1.553500000000000034e-06,9.118953300000000040e-01
1.554000000000000072e-06,9.068344200000000299e-01
1.554499999999999897e-06,9.046712500000000379e-01
1.554999999999999935e-06,9.096158100000000246e-01
1.555500000000000184e-06,9.142494799999999477e-01
1.556000000000000010e-06,9.146829800000000343e-01
1.556500000000000048e-06,9.139949099999999937e-01
1.556999999999999873e-06,9.139925800000000544e-01
1.557500000000000123e-06,9.140493899999999616e-01
1.557999999999999949e-06,9.134504799999999536e-01
1.558499999999999986e-06,9.120723600000000264e-01
1.559000000000000024e-06,9.112176300000000007e-01
1.559500000000000061e-06,9.113874400000000486e-01
1.560000000000000099e-06,9.116768200000000544e-01
1.560499999999999925e-06,9.115515899999999672e-01
1.560999999999999962e-06,9.122612500000000235e-01
1.561500000000000212e-06,9.126031399999999794e-01
1.562000000000000037e-06,9.062474400000000152e-01
1.562500000000000075e-06,8.993735899999999450e-01
1.562999999999999901e-06,9.036683399999999589e-01
1.563499999999999938e-06,9.093887200000000393e-01
1.563999999999999976e-06,9.064782300000000514e-01
1.564500000000000013e-06,9.061229800000000223e-01
1.565000000000000051e-06,9.115284700000000351e-01
1.565499999999999877e-06,9.108665000000000234e-01
1.566000000000000126e-06,9.075678000000000356e-01
1.566499999999999952e-06,9.082918199999999720e-01
1.566999999999999989e-06,9.069770600000000016e-01
1.567499999999999815e-06,9.029117800000000527e-01
1.568000000000000065e-06,8.998977500000000518e-01
1.568500000000000102e-06,8.951430299999999507e-01
1.568999999999999928e-06,8.844369100000000206e-01
1.569499999999999966e-06,8.699825399999999709e-01
1.570000000000000003e-06,8.525964600000000004e-01
1.570500000000000041e-06,8.313674300000000184e-01
1.570999999999999866e-06,8.153874300000000241e-01
1.571499999999999904e-06,8.133741599999999572e-01
1.572000000000000153e-06,8.134284000000000514e-01
1.572499999999999979e-06,8.116252999999999940e-01
1.573000000000000017e-06,8.170335300000000078e-01
1.573499999999999843e-06,8.276088799999999912e-01
1.574000000000000092e-06,8.458138699999999677e-01
1.574499999999999918e-06,8.682289699999999888e-01
1.574999999999999955e-06,8.848937700000000239e-01
1.575499999999999993e-06,8.867100500000000274e-01
1.576000000000000030e-06,8.740193200000000440e-01
1.576500000000000068e-06,8.592492900000000544e-01
1.576999999999999894e-06,8.472465900000000216e-01
1.577499999999999931e-06,8.419410000000000505e-01
1.577999999999999969e-06,8.414329900000000473e-01
1.578500000000000006e-06,8.371621399999999991e-01
1.579000000000000044e-06,8.366023900000000291e-01
1.579499999999999870e-06,8.468352599999999786e-01
1.580000000000000119e-06,8.565287000000000317e-01
1.580499999999999945e-06,8.631617400000000107e-01
1.580999999999999982e-06,8.696846999999999772e-01
1.581499999999999808e-06,8.760591100000000297e-01
1.582000000000000058e-06,8.837309500000000151e-01
1.582500000000000095e-06,8.859301200000000431e-01
1.582999999999999921e-06,8.860625600000000546e-01
1.583499999999999959e-06,8.935523600000000455e-01
1.583999999999999996e-06,9.020923400000000481e-01
1.584500000000000034e-06,9.062787300000000323e-01
1.584999999999999859e-06,9.093865199999999760e-01
1.585499999999999897e-06,9.113743899999999787e-01
1.586000000000000146e-06,9.087350400000000494e-01
1.586499999999999972e-06,9.047454600000000013e-01
1.587000000000000010e-06,9.044331899999999980e-01
1.587499999999999836e-06,9.086562999999999723e-01
1.588000000000000085e-06,9.147638099999999550e-01
1.588500000000000122e-06,9.180369400000000235e-01
1.588999999999999948e-06,9.189305300000000232e-01
1.589499999999999986e-06,9.174563300000000421e-01
1.590000000000000023e-06,9.137581599999999860e-01
1.590500000000000061e-06,9.135327899999999834e-01
1.590999999999999887e-06,9.144899199999999562e-01
1.591499999999999924e-06,9.118981400000000237e-01
1.592000000000000174e-06,9.098854100000000056e-01
1.592499999999999999e-06,9.116354599999999531e-01
1.593000000000000037e-06,9.166307999999999678e-01
1.593499999999999863e-06,9.181639600000000012e-01
1.594000000000000112e-06,9.113487000000000116e-01
1.594499999999999938e-06,9.068025899999999639e-01
1.594999999999999975e-06,9.128954400000000025e-01
1.595500000000000013e-06,9.171473999999999460e-01
1.596000000000000051e-06,9.127568600000000032e-01
1.596500000000000088e-06,9.070919200000000515e-01
1.596999999999999914e-06,9.032656000000000018e-01
1.597499999999999952e-06,9.041574599999999684e-01
1.597999999999999989e-06,9.054669100000000137e-01
1.598500000000000027e-06,8.996189799999999570e-01
1.599000000000000064e-06,8.902895499999999851e-01
1.599499999999999890e-06,8.783924600000000416e-01
1.600000000000000139e-06,8.697450799999999482e-01
1.600499999999999965e-06,8.602556000000000092e-01
1.601000000000000003e-06,8.347388500000000322e-01
1.601499999999999829e-06,8.188789499999999943e-01
1.602000000000000078e-06,8.190314199999999545e-01
1.602500000000000115e-06,8.191060999999999481e-01
1.602999999999999941e-06,8.232561900000000543e-01
1.603499999999999979e-06,8.285381200000000446e-01
1.604000000000000016e-06,8.405914300000000283e-01
1.604500000000000054e-06,8.597822200000000414e-01
1.604999999999999880e-06,8.830660599999999860e-01
1.605499999999999917e-06,9.002737400000000445e-01
1.606000000000000167e-06,8.973031000000000201e-01
1.606499999999999992e-06,8.835554100000000410e-01
1.607000000000000030e-06,8.668824400000000319e-01
1.607499999999999856e-06,8.513818399999999453e-01
1.608000000000000105e-06,8.455892799999999987e-01
1.608500000000000143e-06,8.424789900000000387e-01
1.608999999999999968e-06,8.420446499999999501e-01
1.609500000000000006e-06,8.497188100000000466e-01
1.610000000000000044e-06,8.523528599999999900e-01
1.610500000000000081e-06,8.532819200000000270e-01
1.610999999999999907e-06,8.618547899999999817e-01
1.611499999999999945e-06,8.705580800000000119e-01
1.612000000000000194e-06,8.776353599999999755e-01
1.612500000000000020e-06,8.845140299999999511e-01
1.613000000000000057e-06,8.875454099999999791e-01
1.613499999999999883e-06,8.907036799999999976e-01
1.614000000000000132e-06,8.982869999999999466e-01
1.614499999999999958e-06,9.042572399999999622e-01
1.614999999999999996e-06,9.071609999999999951e-01
1.615500000000000033e-06,9.097619099999999515e-01
1.616000000000000071e-06,9.081317199999999756e-01
1.616500000000000108e-06,9.045270100000000202e-01
1.616999999999999934e-06,9.081006099999999748e-01
1.617499999999999972e-06,9.146726699999999655e-01
1.618000000000000009e-06,9.152983399999999881e-01
1.618500000000000047e-06,9.111291799999999830e-01
1.619000000000000084e-06,9.108403299999999758e-01
1.619499999999999910e-06,9.168325699999999578e-01
1.620000000000000160e-06,9.206004700000000041e-01
1.620499999999999985e-06,9.206357600000000252e-01
1.621000000000000023e-06,9.204887200000000380e-01
1.621499999999999849e-06,9.206349299999999625e-01
1.622000000000000098e-06,9.211392400000000258e-01
1.622500000000000136e-06,9.216226899999999667e-01
1.622999999999999961e-06,9.219177400000000411e-01
1.623499999999999999e-06,9.216232899999999839e-01
1.624000000000000037e-06,9.205092200000000169e-01
1.624500000000000074e-06,9.192262900000000014e-01
1.624999999999999900e-06,9.186053299999999977e-01
1.625499999999999938e-06,9.189319599999999921e-01
1.625999999999999975e-06,9.202325300000000485e-01
1.626500000000000013e-06,9.218928199999999462e-01
1.627000000000000050e-06,9.222564699999999949e-01
1.627499999999999876e-06,9.208508699999999880e-01
1.627999999999999914e-06,9.190973599999999744e-01
1.628500000000000163e-06,9.193327999999999500e-01
1.628999999999999989e-06,9.213742000000000321e-01
1.629500000000000026e-06,9.226774599999999493e-01
1.629999999999999852e-06,9.193836499999999967e-01
1.630500000000000101e-06,9.147278100000000300e-01
1.630999999999999927e-06,9.166415300000000377e-01
1.631499999999999965e-06,9.190267899999999823e-01
1.631999999999999791e-06,9.128694499999999712e-01
1.632500000000000040e-06,9.048149599999999459e-01
1.633000000000000078e-06,9.068080200000000479e-01
1.633499999999999903e-06,9.155378899999999653e-01
1.633999999999999941e-06,9.204385299999999770e-01
1.634499999999999978e-06,9.172563599999999928e-01
1.635000000000000016e-06,9.082331700000000341e-01
1.635500000000000054e-06,9.064830499999999569e-01
1.635999999999999879e-06,9.143357899999999816e-01
1.636500000000000129e-06,9.191426000000000318e-01
1.636999999999999955e-06,9.137064200000000191e-01
1.637499999999999992e-06,9.021860400000000224e-01
1.637999999999999818e-06,9.024534199999999506e-01
1.638500000000000067e-06,9.129675000000000429e-01
1.639000000000000105e-06,9.091295000000000348e-01
1.639499999999999931e-06,8.954566099999999862e-01
1.639999999999999968e-06,8.857722900000000177e-01
1.640500000000000006e-06,8.869770200000000049e-01
1.641000000000000043e-06,9.028298300000000554e-01
1.641499999999999869e-06,9.112948800000000293e-01
1.641999999999999907e-06,9.042686800000000469e-01
1.642500000000000156e-06,8.886669299999999660e-01
1.642999999999999982e-06,8.841326800000000041e-01
1.643500000000000019e-06,9.022689499999999585e-01
1.643999999999999845e-06,9.154763200000000101e-01
1.644500000000000094e-06,9.146242700000000170e-01
1.644999999999999920e-06,8.919274200000000263e-01
1.645499999999999958e-06,8.669565900000000269e-01
1.645999999999999995e-06,8.820459200000000388e-01
1.646500000000000033e-06,9.072944499999999746e-01
1.647000000000000071e-06,9.138297399999999460e-01
1.647499999999999896e-06,9.050655399999999462e-01
1.647999999999999934e-06,8.855096700000000265e-01
1.648499999999999971e-06,8.817281700000000333e-01
1.649000000000000009e-06,8.951982899999999521e-01
1.649500000000000047e-06,9.037185300000000199e-01
1.649999999999999872e-06,9.051109600000000199e-01
1.650500000000000122e-06,8.896180999999999672e-01
1.650999999999999948e-06,8.774066600000000049e-01
1.651499999999999985e-06,8.864946999999999688e-01
1.651999999999999811e-06,8.918112500000000553e-01
1.652500000000000060e-06,9.005416000000000532e-01
1.653000000000000098e-06,8.958194900000000516e-01
1.653499999999999924e-06,8.768454799999999549e-01
1.653999999999999961e-06,8.895258900000000413e-01
1.654499999999999999e-06,9.101434400000000258e-01
1.655000000000000036e-06,9.107682099999999670e-01
1.655500000000000074e-06,9.057174300000000455e-01
1.655999999999999900e-06,8.975223300000000348e-01
1.656500000000000149e-06,8.933084599999999709e-01
1.656999999999999975e-06,8.991447099999999581e-01
1.657500000000000012e-06,9.057261899999999866e-01
1.657999999999999838e-06,9.119005799999999606e-01
1.658500000000000087e-06,9.188865400000000294e-01
1.659000000000000125e-06,9.192865500000000356e-01
1.659499999999999951e-06,9.149938800000000372e-01
1.659999999999999988e-06,9.170633599999999941e-01
1.660500000000000026e-06,9.205059399999999670e-01
1.661000000000000064e-06,9.083295500000000411e-01
1.661499999999999889e-06,8.890219900000000397e-01
1.661999999999999927e-06,8.864921300000000448e-01
1.662500000000000176e-06,9.005488200000000276e-01
1.663000000000000002e-06,9.092918599999999518e-01
1.663500000000000040e-06,9.068697700000000195e-01
1.663999999999999865e-06,9.116166199999999886e-01
1.664500000000000115e-06,9.166827800000000304e-01
1.664999999999999941e-06,8.797330899999999954e-01
1.665499999999999978e-06,8.116062299999999841e-01
1.666000000000000016e-06,7.940854400000000313e-01
1.666500000000000053e-06,8.386796100000000198e-01
1.667000000000000091e-06,8.835492700000000532e-01
1.667499999999999917e-06,9.053320299999999543e-01
1.667999999999999954e-06,9.121251700000000406e-01
1.668499999999999992e-06,9.067860199999999704e-01
1.669000000000000029e-06,8.995943699999999765e-01
1.669500000000000067e-06,9.059819599999999751e-01
1.669999999999999893e-06,9.130327700000000490e-01
1.670500000000000142e-06,9.102851199999999476e-01
1.670999999999999968e-06,9.077958499999999598e-01
1.671500000000000005e-06,9.084374899999999586e-01
1.671999999999999831e-06,9.152564399999999489e-01
1.672500000000000080e-06,9.218441800000000130e-01
1.673000000000000118e-06,9.202792600000000434e-01
1.673499999999999944e-06,9.143101599999999829e-01
1.673999999999999981e-06,9.053256499999999818e-01
1.674500000000000019e-06,9.012577499999999686e-01
1.675000000000000057e-06,9.023513800000000362e-01
1.675500000000000094e-06,9.015336000000000460e-01
1.675999999999999920e-06,9.041601400000000011e-01
1.676500000000000169e-06,9.069207900000000322e-01
1.676999999999999995e-06,8.993433100000000069e-01
1.677500000000000033e-06,8.903569599999999751e-01
1.677999999999999858e-06,8.905261199999999766e-01
1.678500000000000108e-06,8.998330799999999519e-01
1.679000000000000145e-06,9.154120700000000221e-01
1.679499999999999971e-06,9.193936600000000015e-01
1.680000000000000009e-06,9.101115499999999914e-01
1.680500000000000046e-06,9.062252600000000324e-01
1.681000000000000084e-06,9.105052900000000227e-01
1.681499999999999910e-06,9.172801999999999900e-01
1.681999999999999947e-06,9.237158300000000155e-01
1.682500000000000197e-06,9.250132399999999588e-01
1.683000000000000022e-06,9.203043600000000435e-01
1.683500000000000060e-06,8.904466599999999454e-01
1.683999999999999886e-06,8.566387300000000149e-01
1.684500000000000135e-06,8.780255300000000540e-01
1.684999999999999961e-06,9.157447800000000360e-01
1.685499999999999998e-06,9.231654400000000038e-01
1.686000000000000036e-06,9.210199700000000211e-01
1.686500000000000074e-06,9.128770800000000074e-01
1.687000000000000111e-06,8.963980099999999673e-01
1.687499999999999937e-06,8.968259100000000039e-01
1.687999999999999974e-06,9.148507700000000353e-01
1.688499999999999800e-06,9.226777600000000135e-01
1.689000000000000050e-06,9.129053400000000096e-01
1.689500000000000087e-06,9.041584099999999680e-01
1.689999999999999913e-06,8.769483000000000139e-01
1.690499999999999951e-06,8.222704499999999861e-01
1.690999999999999988e-06,8.082910800000000506e-01
1.691500000000000026e-06,8.447459299999999782e-01
1.691999999999999851e-06,8.823441300000000043e-01
1.692499999999999889e-06,9.042192100000000510e-01
1.693000000000000138e-06,9.175163499999999805e-01
1.693499999999999964e-06,9.093866299999999736e-01
1.694000000000000002e-06,8.893525599999999587e-01
1.694499999999999828e-06,8.968569600000000364e-01
1.695000000000000077e-06,9.163911300000000537e-01
1.695499999999999903e-06,9.239591400000000121e-01
1.695999999999999940e-06,9.057674399999999792e-01
1.696499999999999978e-06,8.308973299999999895e-01
1.697000000000000015e-06,7.646653100000000425e-01
1.697500000000000053e-06,8.083634400000000442e-01
1.697999999999999879e-06,8.923391699999999593e-01
1.698499999999999916e-06,9.208433000000000312e-01
1.699000000000000166e-06,8.984313000000000438e-01
1.699499999999999991e-06,8.719319700000000006e-01
1.700000000000000029e-06,8.790511500000000034e-01
